,personid,prior_experience,age,tenure,basewage,bonus,grosswage,ageyoungestchild,costofcommute,children,rental,bedroom,expgroup,men,married,second_technical,high_school,tertiary_technical,university,internet,type
124,10356,6.0,27.0,62.0,1650.0,1256.6666,3796.7178,0,0.0,no,yes,yes,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,phone call group
125,8980,0.0,25.0,65.0,1650.0,306.1111,1973.4233,0,10.0,no,no,yes,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,notification group (airfare)
126,14528,24.0,28.0,50.0,1600.0,836.6667,2662.6199,3,25.0,yes,no,yes,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,phone call group
127,42308,0.0,23.0,5.0,1411.1111,512.44446,2177.7734,0,12.0,no,no,yes,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,phone call group
128,25520,10.0,24.0,32.0,1600.0,1271.4445,3639.1968,0,6.0,no,no,yes,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,phone call group
129,29808,16.0,25.0,25.0,1600.0,1242.5555,3093.9734,1,2.0,yes,yes,yes,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,phone call group
130,35344,18.0,22.0,20.0,1550.0,1028.1111,2872.7366,0,5.0,no,no,yes,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,phone call group
131,40062,24.0,23.0,9.0,1433.3334,528.55554,2249.6743,0,12.0,no,no,yes,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,phone call group
132,42624,24.0,23.0,4.0,1466.6666,543.0,2116.959,0,10.0,no,no,yes,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,phone call group
133,39942,36.0,28.0,9.0,1433.3334,610.1111,2207.6133,4,55.0,yes,no,yes,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,phone call group
134,40322,24.0,24.0,8.0,1450.0,776.44446,2423.0156,0,2.0,no,no,yes,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,phone call group
135,39634,0.0,20.0,9.0,1450.0,1600.6666,3351.6255,0,0.0,no,yes,yes,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,phone call group
136,39548,24.0,26.0,9.0,1450.0,510.77777,2252.3489,0,8.0,no,no,yes,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,pre-order group (hotel)
137,44784,6.0,31.0,2.0,1500.0,320.0,2499.69,0,0.0,no,no,yes,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,phone call group
138,4122,0.0,30.0,94.0,1700.0,2097.2222,4096.2456,0,18.0,no,no,no,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,phone call group
139,14532,36.0,26.0,50.0,1650.0,906.7778,2942.381,0,10.0,no,no,yes,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,notification group (airfare)
140,30448,0.0,23.0,25.0,1638.8889,1180.8889,3593.0344,0,30.0,no,yes,yes,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,night shift (hotel)
141,3906,84.0,33.0,96.0,1883.3334,713.44446,2737.5466,10,8.0,yes,no,yes,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,notification group (airfare)
142,13574,60.0,30.0,53.0,1700.0,2227.5557,4197.0547,4,10.0,yes,no,yes,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,notification group (airfare)
143,37784,0.0,19.0,12.0,1222.2222,1041.1111,2465.909,0,2.0,no,no,yes,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,pre-order group (hotel)
144,42108,20.0,23.0,5.0,1411.1111,620.6667,2180.999,0,12.0,no,no,yes,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,phone call group
145,26934,36.0,24.0,30.0,1600.0,1488.0,3424.6301,0,6.0,no,no,yes,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,phone call group
146,38028,0.0,21.0,11.0,1450.0,2253.2222,4081.4612,0,2.0,no,no,yes,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,pre-order group (hotel)
147,5018,0.0,29.0,82.0,2138.889,464.33334,1387.59,0,15.0,yes,no,yes,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,post-order group (hotel)
148,43926,24.0,22.0,3.0,1500.0,680.6,2893.118,0,0.0,no,no,yes,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,phone call group
149,40472,12.0,25.0,8.0,1450.0,983.6667,2799.74,0,4.0,no,yes,yes,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,phone call group
150,25940,24.0,24.0,31.0,1755.5555,1429.8889,3522.689,0,10.0,no,no,yes,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,post-order group (hotel)
151,37804,24.0,21.0,12.0,1450.0,735.1111,2499.76,0,4.0,no,no,yes,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,post-order group (hotel)
152,23622,0.0,25.0,35.0,1600.0,1995.3334,4130.472,0,10.0,no,no,yes,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,notification group (airfare)
153,41320,36.0,22.0,6.0,1411.1111,433.33334,2035.7278,0,10.0,no,no,yes,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,phone call group
154,8854,0.0,22.0,66.0,1700.0,2282.5557,4259.261,0,4.0,no,yes,yes,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,phone call group
155,41286,12.0,23.0,6.0,1466.6666,508.55554,2232.0544,0,10.0,no,no,yes,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,phone call group
156,38878,12.0,25.0,10.0,1450.0,1004.7778,2752.17,0,12.0,no,no,yes,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,phone call group
157,43534,0.0,23.0,3.0,1457.1428,436.14285,2338.0986,0,10.0,no,no,yes,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,phone call group
158,17752,0.0,25.0,45.0,1650.0,1438.0,3548.9634,0,0.0,no,no,yes,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,notification group (airfare)
159,40328,31.0,22.0,8.0,1450.0,1085.1111,2808.5544,0,5.0,no,no,yes,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,phone call group
160,38040,30.0,22.0,11.0,1450.0,613.2222,2419.5066,0,8.0,no,no,yes,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,pre-order group (hotel)
161,13530,24.0,29.0,53.0,1600.0,596.6667,2997.8867,0,9.090909,no,no,yes,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,night shift (hotel)
162,42104,0.0,21.0,5.0,1411.1111,481.55554,2036.8734,0,0.0,no,yes,yes,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,phone call group
163,39096,48.0,25.0,10.0,1450.0,677.3333,2457.5955,0,12.0,no,no,yes,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,phone call group
164,43286,0.0,20.0,3.0,1457.1428,544.7143,2340.46,0,5.0,no,no,yes,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,notification group (airfare)
165,43278,12.0,23.0,3.0,1457.1428,238.0,1896.4972,0,10.0,no,no,yes,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,notification group (airfare)
166,31230,0.0,24.0,24.0,1550.0,1158.1111,2939.3755,0,14.0,no,no,yes,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,post-order group (hotel)
167,10794,0.0,32.0,60.0,1750.0,2083.6667,4169.1943,7,5.0,yes,no,yes,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,notification group (airfare)
168,29216,36.0,26.0,26.0,1683.3334,998.3333,2973.5066,0,30.0,no,no,yes,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,post-order group (hotel)
169,28226,15.0,23.0,27.0,1550.0,508.22223,2341.69,0,15.0,no,no,yes,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,post-order group (hotel)
170,41318,0.0,22.0,6.0,1466.6666,746.44446,2894.4988,0,10.0,no,no,yes,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,notification group (airfare)
171,42592,36.0,23.0,4.0,1466.6666,476.8889,2166.0967,0,8.0,no,no,yes,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,phone call group
172,38018,36.0,25.0,78.0,1450.0,809.6667,2471.1423,0,4.0,no,no,yes,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,post-order group (hotel)
173,25700,48.0,27.0,32.0,1638.8889,811.2222,3188.6567,0,0.0,no,no,yes,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,night shift (hotel)
174,37840,0.0,18.0,12.0,1222.2222,578.6667,1987.46,0,0.0,no,no,yes,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,pre-order group (hotel)
175,44782,48.0,23.0,2.0,1500.0,621.8,2788.1099,0,0.0,no,no,yes,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,phone call group
176,15294,24.0,25.0,49.0,1633.3334,1807.5555,3715.9468,0,4.0,no,yes,yes,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,pre-order group (hotel)
177,30014,72.0,30.0,25.0,1550.0,1965.8889,4341.6367,0,5.0,no,no,yes,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,phone call group
178,39990,36.0,24.0,9.0,1433.3334,420.66666,2614.6433,0,5.0,no,no,yes,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,phone call group
179,38566,33.0,22.0,10.0,1450.0,873.8889,2617.9055,0,30.0,no,no,yes,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,phone call group
180,40192,0.0,23.0,8.0,1450.0,779.6667,2411.781,0,12.0,no,no,yes,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,phone call group
181,24142,36.0,29.0,34.0,1600.0,2965.6667,4945.0347,0,12.0,no,no,yes,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,pre-order group (hotel)
182,38052,0.0,18.0,11.0,1222.2222,559.6667,2071.16,0,10.0,no,no,yes,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,pre-order group (hotel)
183,14522,24.0,29.0,50.0,1600.0,1025.5555,3402.489,0,0.0,no,no,yes,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,phone call group
184,23772,12.0,21.0,35.0,1600.0,1254.5555,3629.1912,0,0.0,no,yes,yes,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,phone call group
185,43288,18.0,21.0,3.0,1471.4286,308.57144,2306.1086,0,6.0,no,yes,yes,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,phone call group
186,33350,18.0,26.0,22.0,1533.3334,721.55554,2891.0178,0,10.0,no,no,yes,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,phone call group
187,26328,6.0,22.0,31.0,1566.6666,1209.8889,3629.9656,0,0.0,no,yes,no,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,phone call group
188,38038,180.0,35.0,11.0,1450.0,1468.7778,3750.5789,10,0.0,yes,no,yes,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,phone call group
189,17722,24.0,24.0,45.0,1650.0,2000.3334,4195.18,0,0.0,no,no,yes,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,notification group (airfare)
190,36032,12.0,22.0,19.0,1500.0,668.1111,2375.729,0,8.0,no,no,yes,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,phone call group
191,10822,24.0,26.0,60.0,1600.0,1073.0,2996.27,0,4.0,no,no,yes,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,notification group (airfare)
192,38898,0.0,22.0,10.0,1450.0,725.7778,2329.4412,0,0.0,no,no,yes,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,phone call group
193,30972,12.0,27.0,24.0,1550.0,1075.7778,2846.7744,0,8.0,no,no,yes,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,post-order group (hotel)
194,38070,0.0,18.0,11.0,1222.2222,615.3333,2128.2834,0,10.0,no,no,yes,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,post-order group (hotel)
195,14678,0.0,26.0,50.0,1827.7778,1226.0,3797.3533,0,4.0,no,no,yes,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,pre-order group (hotel)
196,25962,20.0,24.0,31.0,1600.0,1294.0,3636.5479,1,4.0,yes,yes,yes,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,phone call group
197,38022,0.0,18.0,11.0,1222.2222,652.3333,1992.8434,0,0.0,no,no,yes,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,pre-order group (hotel)
198,21654,72.0,29.0,37.0,1650.0,2156.3333,4101.4287,0,2.0,no,no,yes,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,phone call group
199,45238,0.0,22.0,2.0,1500.0,123.2,1678.546,0,4.0,no,yes,yes,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,notification group (airfare)
200,17906,36.0,27.0,45.0,1600.0,646.7778,2503.8145,0,14.0,no,no,yes,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,phone call group
201,16596,119.0,34.0,47.0,1650.0,2797.7778,4726.0347,3,5.0,yes,no,yes,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,phone call group
202,19482,0.0,23.0,42.0,1850.0,495.33334,2713.3323,0,12.0,no,no,yes,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,post-order group (hotel)
203,10226,0.0,22.0,62.0,1650.0,784.1111,3334.3223,0,0.0,no,yes,no,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,night shift (hotel)
204,14048,0.0,28.0,51.0,1650.0,1758.3334,3699.5212,3,10.0,yes,no,yes,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,phone call group
205,5614,0.0,32.0,79.0,1700.0,1273.5555,3826.0088,0,0.0,no,no,yes,1,1.0,1.0,0.0,1.0,0.0,0.0,1.0,night shift (hotel)
206,31292,0.0,27.0,24.0,1600.0,1750.8889,3627.6511,0,4.0,no,no,yes,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,phone call group
207,12974,0.0,22.0,54.0,1650.0,1904.7778,3836.33,0,0.0,no,yes,yes,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,phone call group
208,43270,60.0,25.0,3.0,1457.1428,1003.4286,2600.7185,0,16.0,no,no,yes,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,notification group (airfare)
209,38290,0.0,21.0,11.0,1450.0,642.7778,2294.0667,0,6.0,no,yes,yes,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,phone call group
210,25638,7.0,26.0,32.0,1600.0,940.8889,2795.3245,0,10.0,no,no,yes,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,phone call group
211,30006,25.0,24.0,25.0,1550.0,1445.3334,3288.8489,0,5.0,no,yes,yes,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,post-order group (hotel)
212,23228,0.0,23.0,35.0,1616.6666,1970.8889,3981.6255,0,0.0,no,yes,yes,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,phone call group
213,32590,36.0,28.0,23.0,1550.0,827.55554,2673.2466,0,8.0,no,no,yes,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,post-order group (hotel)
214,31936,40.0,25.0,23.0,1550.0,620.8889,2403.4512,0,17.727272,no,no,yes,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,phone call group
215,37294,0.0,20.0,13.0,1450.0,512.2222,2242.5222,0,0.0,no,no,yes,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,phone call group
216,36494,0.0,23.0,18.0,1500.0,498.55554,2194.6733,0,6.0,no,no,yes,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,phone call group
217,31796,24.0,24.0,24.0,1550.0,1996.3334,3867.2734,0,4.0,no,yes,yes,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,post-order group (hotel)
218,21710,30.0,30.0,37.0,1600.0,754.2222,2616.98,0,4.0,no,no,yes,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,post-order group (hotel)
219,43264,0.0,22.0,3.0,1300.0,377.14285,2183.4314,0,12.0,no,no,yes,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,phone call group
220,38042,0.0,20.0,11.0,1222.2222,653.55554,2156.598,0,10.0,no,no,yes,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,post-order group (hotel)
221,39530,36.0,21.0,9.0,1450.0,1016.7778,2732.2366,0,24.0,no,yes,yes,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,post-order group (hotel)
222,44266,0.0,19.0,2.5,1500.0,266.66666,2146.265,0,17.0,no,no,yes,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,phone call group
223,41818,0.0,23.0,6.0,1422.2222,194.77777,1567.6389,0,0.0,no,yes,yes,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,notification group (airfare)
224,29230,0.0,24.0,26.0,1583.3334,972.55554,3485.4587,0,0.0,no,yes,yes,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,phone call group
225,36908,0.0,23.0,15.0,1500.0,981.44446,2742.8232,0,8.0,no,no,yes,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,phone call group
226,29032,31.0,23.0,26.0,1550.0,867.0,2695.2756,0,9.0,no,no,yes,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,post-order group (hotel)
227,40164,6.0,22.0,8.0,1433.3334,1276.5555,2739.1,0,10.0,no,no,yes,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,notification group (airfare)
228,39512,0.0,19.0,9.0,1450.0,1096.2222,2781.9822,0,10.0,no,yes,yes,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,pre-order group (hotel)
229,28492,0.0,24.0,27.0,1600.0,2212.5557,4226.6934,0,0.0,no,yes,yes,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,notification group (airfare)
230,25532,0.0,25.0,32.0,1583.3334,1099.5555,3397.091,0,12.0,no,no,yes,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,night shift (hotel)
231,28470,0.0,24.0,27.0,1550.0,942.0,3068.0244,0,30.0,no,no,yes,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,notification group (airfare)
232,23136,0.0,22.0,35.0,1600.0,656.6667,3175.3633,0,3.0,no,yes,yes,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,phone call group
233,16514,0.0,28.0,47.0,1550.0,677.55554,2392.0667,0,4.0,no,no,yes,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,phone call group
234,25628,0.0,24.0,32.0,1583.3334,1157.3334,3069.6711,0,10.0,no,yes,yes,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,notification group (airfare)
235,38580,2.0,22.0,10.0,1450.0,1402.5555,3173.7043,0,4.0,no,no,yes,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,phone call group
236,42628,24.0,22.0,4.0,1466.6666,681.2222,2669.8179,0,10.0,no,no,yes,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,phone call group
237,7488,0.0,25.0,70.0,1800.0,1141.2222,3072.209,0,18.0,no,no,yes,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,notification group (airfare)
238,26618,0.0,24.0,30.0,1600.0,1280.8889,3676.3389,0,0.0,no,yes,yes,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,notification group (airfare)
239,24324,18.0,23.0,34.0,1600.0,591.0,2526.7766,0,25.0,no,no,yes,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,phone call group
240,40444,108.0,34.0,8.0,1522.2222,2225.2222,4579.0923,6,4.0,yes,no,yes,1,1.0,1.0,0.0,1.0,0.0,0.0,1.0,night shift (hotel)
241,40490,5.0,21.0,8.0,1450.0,452.1111,2299.7366,0,10.0,no,no,yes,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,phone call group
242,4942,0.0,27.0,82.0,1900.0,3043.0,5295.3955,0,20.0,no,no,yes,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,post-order group (hotel)
243,42618,0.0,22.0,4.0,1466.6666,496.77777,2499.1667,0,2.0,no,no,yes,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,phone call group
244,37296,0.0,29.0,13.0,1483.3334,601.8889,2585.1912,0,3.0,no,yes,yes,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,pre-order group (hotel)
245,40320,24.0,25.0,8.0,1433.3334,1514.1111,3141.9656,3,5.0,yes,no,yes,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,notification group (airfare)
246,36306,0.0,26.0,19.0,1500.0,1088.6666,3234.4944,0,6.0,no,no,yes,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,notification group (airfare)
247,18112,24.0,27.0,44.0,1650.0,917.2222,2786.2556,0,8.0,no,no,yes,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,pre-order group (hotel)
248,38712,0.0,22.0,10.0,1450.0,743.0,2408.632,0,4.0,no,yes,yes,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,phone call group
